zw
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
16-01-2019,Vendmaster,0,0,2.25,UBC Card
01-01-2019,Test,0,0,5,UBC Card
17-01-2019,Pay For Print,49.26743,-123.2529,0.21,UBC Card
01-01-2019,Test,0,0,5,UBC Card
17-01-2019,Blue Chip Cookies,49.26647,-123.24986,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
21-01-2019,Blue Chip Cookies,49.26647,-123.24986,7.30,UBC Card
01-01-2019,Test,0,0,5,UBC Card
21-01-2019,UBC Corner Store,0,0,2.93,UBC Card
01-01-2019,Test,0,0,5,UBC Card
22-01-2019,Vendmaster,0,0,2.25,UBC Card
01-01-2019,Test,0,0,5,UBC Card
22-01-2019,The Pita Pit,49.26609,-123.2421,9.44,UBC Card
01-01-2019,Test,0,0,5,UBC Card
23-01-2019,Blue Chip Cookies,49.26647,-123.24986,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
26-01-2019,Pay For Print,49.26743,-123.2529,0.42,UBC Card
01-01-2019,Test,0,0,5,UBC Card
26-01-2019,Pay For Print,49.26743,-123.2529,0.42,UBC Card
